observed_date,source,market,canonical_fish_name,noryangjin_species_name,source_species_name,trade_state,origin,spec,package_unit,quantity,weight,high_price_krw,low_price_krw,avg_price_krw,source_url
2026-07-10,noryangjin,노량진수산물도매시장,,삼치,(선)삼치,선,포항,5미,S/P,11,,120000,93500,109100,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,삼치,(선)삼치,선,축산,3미,S/P,6.3,,7000,7000,7000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,삼치,(선)삼치,선,강구,5미,S/P,5,,220000,220000,220000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,삼치,(선)삼치,선,강구,6미,S/P,21,,250000,128000,188900,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,삼치,(선)삼치,선,축산,5미,S/P,128.3,,13000,13000,13000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,삼치,(선)삼치,선,강구,4미,S/P,2,,250000,250000,250000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,삼치,(선)삼치,선,여수,24미,kg,85,,12000,12000,12000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,삼치,(선)삼치,선,통영,5미,kg,10.3,,8500,8500,8500,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,삼치,(선)삼치,선,여수,6미,kg,18.9,,12000,12000,12000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,삼치,(선)삼치,선,포항,4미,kg,33.5,,15000,15000,15000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,삼치,(선)삼치,선,축산,3미,kg,2.3,,4000,4000,4000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,삼치,(선)삼치,선,포항,4미,S/P,6,,246500,139000,228600,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,삼치,(선)삼치,선,축산,4미,S/P,10.5,,10500,10500,10500,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,삼치,(선)삼치,선,강구,3미,S/P,1,,61000,61000,61000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,삼치,(선)삼치,선,여수,41미,kg,144,,12000,12000,12000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,삼치,(선)삼치,선,통영,4미,kg,14.9,,10000,10000,10000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,삼치,(선)삼치,선,포항,10미,kg,53.5,,15000,15000,15000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,새꼬막,(활)새꼬막,활,순천,대,box,5,,45500,45100,45400,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,소라,(활)소라,활,화성,중,그물망,53,,96500,41100,77600,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,수꽃게,(냉)수꽃게,냉,서산,중,S/P,18.7,,500,500,500,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,아귀,(냉)아귀,냉,중국,5미,CT/(BT),10,,69500,69500,69500,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,오징어,(선)오징어,선,태안,25미,S/P,142,,55500,54500,54600,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,오징어,(선)오징어,선,흑산도,25미,S/P,70,,57000,57000,57000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,오징어,(선)오징어,선,군산,20미,S/P,37,,55000,53000,54100,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,오징어,(선)오징어,선,흑산도,20미,S/P,46,,62000,62000,62000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,오징어,(선)오징어,선,흑산도,30미,S/P,3,,47000,47000,47000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,오징어,(선)오징어,선,군산,25미,S/P,20,,41000,38000,40100,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,오징어,(냉)오징어,냉,아르헨티나,300/400,PAN(펜),20,,106000,106000,106000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,오징어,(냉)오징어,냉,(원양)포클랜드,2L,PAN(펜),10,,204800,204800,204800,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,왕게,(활)왕게,활,러시아,10/15미,kg,936,,93000,2000,64000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,왕게,(선)왕게,선,일본,10/15미,kg,198.3,,20000,1000,11200,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,왕게,(선)왕게,선,러시아,10/15미,kg,308.8,,42500,3000,13800,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,왕게,(냉)왕게,냉,일본,10/15미,kg,82.7,,5500,500,4700,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,우럭,우럭,(활)우럭,활,통영,5미,kg,14.2,,11000,6000,9700,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,우럭,우럭,(활)우럭,활,통영,3미,kg,2.3,,5000,5000,5000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,우럭,우럭,(활)우럭,활,통영,4미,kg,10.1,,17000,10000,13700,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,우럭,우럭,(활)우럭,활,통영,6미,kg,16.8,,9000,6000,7200,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,우럭조개,(활)우럭조개,활,통영,11미,box,11,,21000,21000,21000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,우럭조개,(활)우럭조개,활,통영,10미,box,20,,23300,23300,23300,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,우럭조개,(활)우럭조개,활,통영,9미,box,18,,22000,22000,22000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,우럭조개,(활)우럭조개,활,통영,7미,box,7,,27600,27600,27600,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,우럭조개,(활)우럭조개,활,통영,8미,box,16,,24500,24500,24500,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,우럭조개,(활)우럭조개,활,통영,12미,box,24,,20000,20000,20000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,임연수어,(냉)임연수어,냉,러시아,L,PAN(펜),10,,92700,92700,92700,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,임연수어,(냉)임연수어,냉,러시아,2L,PAN(펜),10,,84300,84300,84300,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,자바리,(활)자바리,활,중국,2미,kg,20.4,,13000,13000,13000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,자바리,(활)자바리,활,중국,3미,kg,70,,21000,19000,20100,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,자바리,(활)자바리,활,중국,4미,kg,38.1,,20500,19000,19800,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,잡어,(선)잡어,선,완도,1미,미(마리),9,,2500,2500,2500,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,잡어,(선)잡어,선,안흥,10/20미,kg,58,,3300,1000,1800,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,잡어,(선)잡어,선,완도,1미,kg,10,,1500,1500,1500,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,잡어,(선)잡어,선,완도,5/10미,kg,5.1,,12000,12000,12000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,잡어,(선)잡어,선,완도,8미,kg,1.9,,2000,2000,2000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,잡어,(선)잡어,선,군산,30미,S/P,5,,18000,18000,18000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,잡어,(선)잡어,선,중국,2미,kg,10.6,,500,500,500,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,잡어,(선)잡어,선,안흥,1미,kg,2.8,,11000,11000,11000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,잡어,(선)잡어,선,중국,4/5미,kg,25.4,,500,500,500,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,잡어,(선)잡어,선,완도,30/40미,kg,4.7,,500,500,500,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,전갱이,(활)전갱이,활,통영,16미,kg,158.7,,28000,28000,28000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,전갱이,(활)전갱이,활,통영,11미,kg,3.3,,28000,28000,28000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,흑점줄전갱이,(활)흑점줄전갱이,활,일본,7/8미,kg,15.2,,40000,40000,40000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,흑점줄전갱이,(활)흑점줄전갱이,활,일본,5미,kg,32,,38000,38000,38000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,흑점줄전갱이,(활)흑점줄전갱이,활,일본,3미,kg,142.8,,38000,22000,30700,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,흑점줄전갱이,(활)흑점줄전갱이,활,일본,10/15미,kg,21.3,,26000,26000,26000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,흑점줄전갱이,(활)흑점줄전갱이,활,일본,2/3미,kg,101,,36000,19000,28400,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,흑점줄전갱이,(선)흑점줄전갱이,선,일본,3미,kg,94.2,,12000,10000,11400,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,흑점줄전갱이,(선)흑점줄전갱이,선,일본,4미,kg,11.6,,18000,18000,18000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,흑점줄전갱이,(선)흑점줄전갱이,선,일본,1미,kg,31.5,,8500,4000,6400,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,전갱이,(선)전갱이,선,제주도,10미,S/P,1,,30000,30000,30000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,흑점줄전갱이,(활)흑점줄전갱이,활,일본,2미,kg,67.3,,38000,19000,33800,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,흑점줄전갱이,(활)흑점줄전갱이,활,일본,1미,kg,14.8,,39000,17000,29200,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,흑점줄전갱이,(활)흑점줄전갱이,활,일본,5/10미,kg,86.9,,39000,27000,38700,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,흑점줄전갱이,(활)흑점줄전갱이,활,일본,4미,kg,66.3,,40000,18000,32700,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,전복,(활)전복,활,완도,9미,kg,598.7,,12500,11000,11100,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,전복,(활)전복,활,완도,15미,kg,72.5,,12000,10000,11300,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,전복,(활)전복,활,완도,5미,kg,120.5,,20000,20000,20000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,전복,(활)전복,활,완도,10/11미,kg,310.4,,12500,11500,12000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,전복,(활)전복,활,완도,16/17미,kg,11.1,,11500,11500,11500,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,전복,(활)전복,활,완도,13/14미,kg,285.4,,12500,11000,11900,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,전복,(활)전복,활,완도,14/15미,kg,80,,12000,12000,12000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,전복,(활)전복,활,완도,17/18미,kg,165.5,,12000,12000,12000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,전복,(활)전복,활,완도,12/13미,kg,362.7,,12500,11000,12200,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,전복,(활)전복,활,완도,22미,kg,54.9,,12000,11500,11600,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,전복,(활)전복,활,완도,5/6미,kg,83,,18000,17500,17800,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,전복,(활)전복,활,완도,6/7미,kg,166,,17500,16000,16500,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,전복,(활)전복,활,완도,40미,kg,12.3,,8000,8000,8000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,전복,(활)전복,활,완도,11/12미,kg,182.8,,12500,11000,11900,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,전복,(활)전복,활,완도,29/30미,kg,9.8,,11500,11500,11500,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,전복,(활)전복,활,완도,15/16미,kg,114.8,,12000,12000,12000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,전복,(활)전복,활,완도,25/30미,kg,54.9,,11000,10000,10400,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,전복,(활)전복,활,완도,21미,kg,22.5,,12000,12000,12000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,전복,(활)전복,활,완도,6미,kg,120.9,,20000,20000,20000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,전복,(활)전복,활,완도,18미,kg,78,,12000,12000,12000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,전복,(활)전복,활,완도,17미,kg,22.4,,12000,11500,11700,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,전복,(활)전복,활,완도,20미,kg,20.2,,12000,12000,12000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,전복,(활)전복,활,완도,19/20미,kg,24.5,,12000,12000,12000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,전복,(활)전복,활,완도,14미,kg,105.6,,12500,12000,12400,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,전복,(활)전복,활,완도,20/21미,kg,45.5,,12000,11500,11600,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,전복,(활)전복,활,완도,10미,kg,80.6,,12000,12000,12000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,전복,(활)전복,활,완도,50미,kg,24.4,,7000,7000,7000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,전복,(활)전복,활,완도,30미,kg,10.1,,11000,11000,11000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,전복,(활)전복,활,완도,8/9미,kg,323.1,,13500,9000,11400,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,전복,(활)전복,활,완도,16미,kg,77.6,,12500,11500,12000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,전복,(활)전복,활,완도,9/10미,kg,453.9,,13000,10000,12100,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,전복,(활)전복,활,완도,22/23미,kg,10.6,,12000,12000,12000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,전복,(활)전복,활,완도,4미,kg,115.6,,22500,21000,21200,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,전복,(활)전복,활,완도,11미,kg,11.1,,12000,12000,12000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,전복,(활)전복,활,완도,13미,kg,16.9,,12000,12000,12000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,전복,(활)전복,활,완도,7/8미,kg,106.9,,14500,14000,14200,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,절단게,(냉)절단게,냉,중국,2L,CT/(BT),10,,29000,29000,29000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,절단게,(냉)절단게,냉,중국,3L,CT/(BT),20,,49100,49100,49100,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,점성어,(활)점성어,활,중국,2/3미,kg,202.8,,10000,5000,7900,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,점성어,(활)점성어,활,중국,2미,kg,176.6,,11500,8000,10400,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,점성어,(활)점성어,활,중국,1미,kg,79.8,,12000,8000,11400,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,점성어,(활)점성어,활,중국,3미,kg,139.4,,11000,11000,11000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,진주담치,(활)진주담치,활,마산,중,그물망,100,,9900,7700,8600,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,진주담치,(활)진주담치,활,여수,중,그물망,16,,8000,7500,7800,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,가숭어,참숭어,(활)참숭어,활,진도,5/10미,kg,25.1,,8000,8000,8000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,가숭어,참숭어,(활)참숭어,활,인천,5/10미,kg,732.1,,12000,2500,9600,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,가숭어,참숭어,(활)참숭어,활,인천,10/15미,kg,48.3,,11000,9000,10400,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,청어,(선)청어,선,속초,14/15미,S/P,7,,20000,20000,20000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,청어,(선)청어,선,속초,20미,S/P,2,,12000,12000,12000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,청어,(선)청어,선,속초,14미,S/P,35,,10000,10000,10000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,청어,(선)청어,선,속초,18미,S/P,20,,15000,15000,15000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,칼바지락,(활)칼바지락,활,중국,1봉,box,79,,4500,4000,4300,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,토바지락,(활)토바지락,활,중국,2봉,box,15,,4500,4500,4500,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,통치,(선)통치,선,목포,7미,kg,10.3,,26000,26000,26000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,통치,(선)통치,선,목포,10미,kg,7.8,,23000,23000,23000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,통치,(선)통치,선,목포,5미,kg,5,,23000,23000,23000,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
2026-07-10,noryangjin,노량진수산물도매시장,,피꼬막(피조개),(활)피꼬막(피조개),활,마산,중,그물망,25,,28500,23600,26400,https://www.susansijang.co.kr/nsis/miw/ko/info/miw3110
